Mandatory Information,,,,Optional Information,,,,,,,,,,,,,,,,,Unused Information,,,,
Username,Location_Name,Latitude,Longitude,Precipitation_annualAvg_mm,PotentialEvapotranspiration_annualAvg_mm,SurfaceWater_annualAvgFlows_km3,Groundwater_annualAvgRecharge_mm,SoilMoisture_annualAvg_pct,SurfaceWaterDiversion_Percent,SurfaceWaterDiversion_averageInCubicKM,CurrentStorageTrend_mm,Groundwater_Access,SoilMoisture_Access,DripIrrigation,OnsiteReservoirs,GrowMonth_Start,GrowMonth_End,PrimaryCrop,TotalAreaUnderCultivation_km2,Annual_Water_Needs_mm,OnsiteStorage_other,Location_Address,SecondaryCrop,SoilClass,Region
Nuveen-Cali-Jan2024,Peterson,38.6818,-122.8653,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Rancho Alexander,38.8058,-122.9983,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Rancho Mateo,38.3711,-122.3118,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Redwood Ranch,38.638,-122.7891,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Rivers Edge,38.6982,-122.8841,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Riverside - Caddell-Kent,38.492,-122.8777,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Skellenger,38.4558,-122.3915,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Stanly - Stanly Ranch,38.2383,-122.3012,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Stonewall,36.4164,-121.296,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Sugarloaf,38.2532,-122.2646,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Sugarloaf East Producing,38.248,-122.2551,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Sun River Winegrapes,36.8916,-120.0782,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Sunbelt,35.7411,-120.6598,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Suscol,38.2457,-122.2631,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Suscol Mountain,38.2411,-122.2275,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Terra Ventosa,36.2498,-121.1178,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,True Oak,38.3782,-122.336,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Victoria,36.2537,-121.1914,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Viento,36.2771,-121.2467,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Whitehills Vineyard,34.7853,-120.4187,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Windsor Hills,38.5742,-122.818,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
Nuveen-Cali-Jan2024,Wohler,38.4967,-122.8793,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,Wine,,,,,,,
